0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
 , , , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,T,R,R, , , , , , ,R,R,R,R, , , ,R,R,R,B, ,H, , , , ,R,R,R,R, ,H,R,R, , ,B,R,R,R,H,H,T,R, , ,R,R,R,R, , ,R,R, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,D,R,R, , , , , , ,D,R,R,R, , , , , , ,R,R,R,R, , , , , ,D,R,R,R,R, , , , , ,T,R,T,R,R, , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,R,R,B, , , , , , , ,R,R,R, , , , , ,R,R,R,R,R, , , , , ,R,R,B,R,R, , , , , , , , ,B, , , , , , , , , ,B, , , , , , , , ,R,R,R, , , , , , , ,R,T,R, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,T,R, , , , , ,H,H,R,R,R, , , ,B,R,R,R, ,R,R, , , ,R,R,R,R, , ,H, , , ,R,R,R,B,H,H,H, , , ,T,R,R,R, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,D,R,R, ,B,R, , , , ,R,R,R,T,R,R, , , , ,R,R,R, , ,H, , , , ,R,R,R, , ,H, , , , , , , , , ,R,R, , , , , , , , ,R,T, , , , , , , , , , , , , , , , , , , , , , 
 ,D,R,R, , , , , , , ,R,R,R,H,R,R,R,D, , , , , , ,R,R,R,R, , , , , ,H,R,R,R,B, , , , , ,T,R,R,R,R, , , , , ,H, , , , , , , , , ,B, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , 
 , , ,R,R,R,R, , , , , , ,T,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , ,D, , , , , , , ,R,R,R, , , , ,R,R,H,R,R,R, , , , ,R,R,B,R,R,R, , , , ,T,T, , , , , , , , , , , , , , , , , , 
 , , , , , ,R,R,R, , , ,H,H,H,H,R,R,R, , , ,H, , , ,R,R,R, , , ,T, , ,R,R,R, , , , ,H, , ,R,B,R, , , ,B,R, , ,R,R,R, , , ,R,B, , ,R,R,R, , , ,R,R,H,H,D,H, , , , ,R,R, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,B,T, , , , , ,R,R, ,H,R,R,B, , , ,R,R, ,H,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,R,R, , , , , , , , ,R,R, , , , , , , , ,R,R,D,H,H, , , , , ,R,R,R, ,H, , , , , ,R,R,R,R,R,R, , , , , ,H,R,D,R,R, , , , , ,H,B,R,R,D, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,R,R,R, , ,H,H,H,H,R,D,B,D, , ,H, , , , , , , , , ,R,R,R,D, , , , , ,R,R,D,R,R, , , , , ,R,R,R,R,R, , , , , ,R,R,R,R,R, , , , , ,R,R, , , , , , , , , , , , , , , , , , 
R,R,R,R,R, , , , , ,R,R,R,R,R, , , , , , ,H,R,R,R, , , , , , ,T,R,R,R, , , , , , ,D, , , , , , , , , ,H,R,R, , , , , , , ,H,R,T, , , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,B, , , , , , , ,R,R,R, , , , , ,R,R,D,R,B, , , , , ,D,R,R,R,R, , , , , , ,R,R,R,T, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , ,B,R,B,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,D, , , , , , ,R,R,R,R, , , , , , ,R,R,T,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , ,R,R,R,R, , , , ,R,T,D,R,R,R,D, , , ,R,R,T,R,R,R,D, , , , , ,R,R,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,R,R, , , , , , , , ,B,T, , , , , , , , ,B,D, , , , , , , , , ,R,R, , , , , , , , ,R,R, ,R,R, , , , , ,R,B,H,R,R, , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , ,R,D, , , , , , , ,R,T,R, , , , , , , ,R,T,R, , , , , , , ,R,T,R, , , , , , , ,R,R, , , , , , , , ,R,B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,B, , , , , , ,R,R,R,R, , , , , , ,R,R,R,B,R, , , , , ,R,R,R,D,R, , , , , ,R,T,T,R,R, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , ,R,R, , , ,T,D,R, , ,R,R, , , ,H,R,R, , ,R,R, , , ,H, , , , ,R,T, , ,R,R,R, , , , ,H,H,D,B,R,R, , , , , , , , , , , , , , , , , , , , , , 
 , , ,D,R,R, , , , , , , ,R,T,D, , , , , , , ,H, , , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , ,H, , , , , , , , ,R,D,R, , , , , , , ,R,R,T, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , , ,H, , , , , , , ,R,R,R,R, , , , , ,R,R,D,R,R, , , , , ,R,R,T,T,R, , , , , ,R,D,D,R, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,D, , , , , , , ,R,R,R, , , , , , ,D,T,R,T, , , , , , ,R,R,R, , , , , , , ,R,R,B, , , , , , , ,R,R,R, , , , , , , , , , , , , 
R,R,T, , , , , , , ,R,R,R, , , , , , , , ,H, , , , ,R,R, , , ,H, , ,H,H,T,R, , , ,H, , ,H, , , , , , ,D, ,B,R, , , , , , ,H,H,B,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R,R,R,R, , , , , , ,R,D,R,D,R,R,R, , , ,R,R,B,R,R,R,R, , , ,R,R,R,R, , , , , , , , ,H, , , , , , , , ,T,R,R, , , , , , , ,R,R,B, , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , 
 , , , , ,R,R,R,R, , , ,H,H,H,R,R,R,R, ,R,R,R,R, , ,T,D,D, ,R,R,R,R, , , , , , ,D,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,R,R,B,R, , , , ,T,R,R,R,R,R, , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , ,R,D,R, , , , , , , ,R,B,R, , , , , , , ,R,D,R, , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,R,R,R, , , , , , , ,R,R,B,B, , , , , , , ,R,T,R, , , , , , , ,T,R,R, , , , , , , ,R,T,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,T,R, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , ,B,B,R,R, , , , , , ,R,T,R,B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,B,R,R,R, , , , , , ,R,R,D,R, , , , ,H,H,R,R,R,R, , , , ,H, , ,R,B, , , , ,R,R,R, , , , , , , ,R,B,B, , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,D, , , , , , , , ,R,R, , , , , , , , , ,H, , , , ,D,D, , ,R,R,R, , , ,R,R,H,H,R,R,R, , , ,R,T, , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,B,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,T, , , , , , , ,T,B,D, , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,R,R,R,D, , , , , , ,R,R,R,R, , , , , , , ,R,R, , , , , , , , ,D,T, , , , , , , ,B,R,R, , , , , , ,B,R,R,R, , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,R,R,H,H,T, , , , , ,D,D, , ,H, , , , , , , , ,R,R,D, , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , ,R,D,R, , , , , , , , , , , , , , 
 ,B,R,R,D, , , , , , ,B,R,R,R,R, , , , , ,R,R,R,R,R, , , , , ,R,D,R,R,R, , , , , , ,R,R,R, , , , , , , ,R,D,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,D,R, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , ,B,R, , , ,R,D, , , ,R,R, , , ,R,R, , , , ,H,H,H,H,R,T, , , , , , , , ,R,R, , , , , , , , , , , , 
 , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,D,R,R,R, , ,D,R,D,R, , ,H, , , ,B,R,T,R, ,R,R,R, , ,R,R,R,R, ,R,R,R, , ,R,R,R,R,H,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,B,R,R,R,T, , ,R,R,R,R,R,B,D,R, , ,R,R,R,R,R,R,R,B, , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , 
 ,R,R,R,R, , , , , , ,B,R,B,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,B,R, , , , , , , , ,R,B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,R,D,R,R, , , , ,R,B,R,R,R,R, , , , ,R,R,R,R,R,R, , , , ,D,R,R,B,R,R, , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,B,R, ,B,R,R,R, , ,R,R,R,H,R,R,R,R, , ,R,R,R, ,D,R,R,D, , ,R,D,R, , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,D,B,R,R, , , , , , ,R,B,R,R, , , , , ,R,R,R, , , , , , , ,T,R,R, , , , , , , , , , , , , , , 
 ,B,R,R,R,R,B,R, , , ,R,R,R,R,R,R,R, , , ,B,D,R,R,R,R,R,H, , ,R,R,R,R, , , ,H, , , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , ,R,D, , , , , , , , ,R,R, , , , , , , , , , , 
 , , , ,R,R,R,R, , , , , , ,D,R,R,R, , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , ,R,R,R,R, , ,R,R,R,R,R,R,R,R, , ,D,R,D,D,R,R,R,D, , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,R,R, , , , , , , , ,R,R,R,R, , , , , , ,D,R,R,R, , , , , , ,R,R,R,R, , , , ,R,R,R,T, ,H, , , , ,R,R,R,R, ,B, , , , ,R,R,R,R,H,B, , , , ,R,D,R,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,T,R,R, , , , , , , ,R,B,R,R,R, , , ,D,R,R,R,R,R,R, , , ,R,R,R,B,R,H,H, , , ,R,R, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,B,R,T, , , , , , , ,R,R,R, , , , , , , ,R,R,R,R, , , , , , ,R,T,R,R, , , , , , ,R,R,R,D, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , ,R,B, ,R,R,R,R, ,R,R,T,R,T,R,R,R,R, ,R,T,R,R,H,R,R,R,R, ,D,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,R,R,R, , , , , ,H,H,R,T,R, , , , ,R,R,R, , , , , , , ,R,R,R, ,R,R,R,B, , ,R,R,R,H,R,R,R,B, , ,T,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,R,R,R,R,R,R, , , , ,R,B,R,B,R,B, , , , ,R,R,B,R,R,R, , , , , , ,D, ,R,R, , , , , , ,H, , , , , , , , , ,H,R,R, , , , , , , ,H,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,D,B,H, , , , , ,D,R,R,R,D,R, , , , , , , ,R,R,D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,T, , , , , , ,D,R,R,T, , , , , , ,R,R,R,R, , , , , , , , ,H, , , , , , , ,R,R,R,B, , , , , , ,R,B,R,R, , , , , , , , , , , , , , , , , , , , , 
 , , , , ,T,R, , , , , , , , ,R,R, , , , , , , , , ,H, , , , , , , , , ,H, , , , ,R,R,R,R, ,H, , , , ,B,R,B,D, ,H, , , , ,R,R,R,R, ,H, , , , ,R,R,R,R,R,R, , , , , , ,T,H,R,R, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,T,R,R,R, , , , , , ,R,R,T,R,R, , , , , ,B,R,R,R,R, , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , ,R,B, , , ,H,R,R, , ,R,R,H,H,T,H,H,H, , ,R,R, , ,R,R, , , , , , , , ,D,R, , , , , , , , ,R,D, , , , , , , , ,R,R, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,T,R,R, , , , , , ,H,D,R,R, , , , , , ,H, , , , , , , , , ,H, , , , , , , , ,R,D,R,R, , , , , , ,T,R,B,R, , , , , , ,R,R,R,H, , , , , , ,R,R,R, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,D,R, , , , , , ,R,T,R,R, , , , , , ,B,R,R,R, , , , , , ,R,R,B, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,D, , , , , , , , ,R,R, , , , , , , ,R,R,R, ,R,T, , , , ,R,R,R,H,B,D, , , , ,R,R,B, ,R,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,R,D,R, , , ,R,R,R,R,R,R,R, , , ,R,D,R,R,R,R,R, , , ,R,R,R,R,H,D, , , , ,R,R,R,R,D,B, , , , , , , ,R,R,H, , , , , , , ,R,R,H, , , , , , , ,R,R,H, , , , , , , ,R,R, , , , , , , , , , , , , 
 , , , , ,R,B,R,R, , , , , , ,R,T,R,R, , , ,R,R,R,R,R,R,T, , , ,R,R,R,R,R,D,R, , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , ,R,R, , , , , , , , ,R,B, , , , , , , , ,R,R,T,T,R,R,H,H, , ,R,R, , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,D,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , ,B,R,R, , , , , , , ,R,R,R, , , , , , , ,B,R,R, , ,R,R,R, , ,R,R,R,H,H,R,R,R, , , , ,H, , , , , , , , , ,H, , , , , , , ,R,D,R,B, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , 
R,B,R, , , , , , , ,R,R,B,R,R,R,R, , , ,R,R,T,R,R,R,R, , , ,R,R,R,R, , , , , , , ,D,D,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,B,R,B, , , , , , , ,R,R,T, , , , , ,R,R,B,B,R, , , , , ,R,R,R,H, , , , , , ,R,R,R,H, , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,D,D,R, , , , , , , ,R,R,R, , , , , , , ,D,R,R, , , , , , , ,R,R,R, , , , , , , , , ,H, , , , , , , ,R,R,R,R, , , , , , ,R,R,D,R, , , , , , ,D,R,R,R, , , , , , , , , , , , , 
 ,R,R,R,R,T,R,R, , , ,R,R,R,R,R,R,R,H, , , , , , , , , ,D, , , , , , , , , ,H, , , , , , , , , ,B, , , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , ,R,R, , , , , , , , ,B,B, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,R,R,H,H, , , , , , , , ,R,R,R, , , , , , , ,R,R,T, , , , , ,R,D,R,B,R, , , , , ,R,R,B,B,R, , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,B,R, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , ,R,R,B, , , , , , , ,T,R,R, , , , , , ,R,R,R,T, , , , , , ,R,R,T,R, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , ,H,H,R,R, , , , , ,R,R,D,R,R,R, , , , ,T,R,R,H,R,R, , , , ,R,R,R, ,R,D, , , , , , , , ,R,B, , , , , , , , , , , , , , 
 , ,B,R, , , , , , , , ,T,T, , , , , , , , ,R,R, , , , , , , , , ,H, , , , , , , , , ,H,R,R,R,R, , , , , ,H,R,R,R,R, , , , , , ,R,R,R,D, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , ,R,D,R,R, , , , , , ,R,R,T,R, , , , , , ,R,R,R,R,R, , , , , , ,B,R,R,R, , , , , , ,B,R,R,R, , , , , , , , ,R,T, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,R,D, , , , , , ,H,R,R,R, , , , , ,R,R,R,R,R, , , , , ,T,B,R,R, , , , , , ,R,R,R,D, , , , , , ,R,R,T, , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,R,R,R,R, , , , , , ,R,R,D,D, , , , , , ,R,R,R,R, , , , , , ,B,R,R,R,T,R, , , , , , ,H,T,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,R,R,B, ,R,R,D,R, , ,R,B,R,H,R,B,R,R, , ,R,R,D, ,R,R,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,R,R,R, , , , , , , ,R,R,D,R,R, , , , , ,B,R,T,R,R, , , , , ,B,R,R,R,T, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,B,R, , , , ,R,R,R, ,R,R,T,H,H,H,R,D,T, , , , , , ,H, , , , , , , , ,R,R, , , , , , , , ,B,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,D,R, , , , , , , ,R,R,R, , , , , , ,R,R,D,R, , , , , , ,R,R,D,R, , , , , , ,R,R,R,B, , , , , , ,R,R,R,D, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,T,R, , , , , , ,R,D,R,R, , , , ,R,R,R,T,T,D, , , , ,R,R,R,R, , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,D,R,R,R, , , ,R,D,R,R,R,R,R, , , ,R,R,R,B, ,T, , , , ,R,R,R,B,H,H, , , , , ,R,R,R, , , , , , , , , , , , , , 
 ,R,T, , , , , , , , ,R,R, , , , , , , , , ,H, , , , , , , , , ,T, , , , , , , , ,R,B, , , , , , , , ,R,B, , , , , , , ,R,R,R,R, , , , , , ,B,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,R,D,B, , , , , , , ,R,R,R,R,R, , , , , , , ,T,B,R,R, , , , , , ,R,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,D,R, , , , , , ,R,R,R,R,R,R, , , , ,B,D,R,R,R,R, , , , , ,H,R,R,R,R, , , , , , ,R,D,R,T, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,B, , , , ,H,H,R,R,T,D, , , , ,H, ,R,R,R,R, , , ,R,R, , , ,R,R,R, , ,R,R, , , ,R,R,R, , ,R,B,H,H,H,H,T, , , ,R,R, , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,D,T, , , , , , , ,B,D,T, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R,R,T, , , , , , , ,R,R,R, , , , , , , ,R,R,T, , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , , ,H, ,R,R,R,R, , , , ,H, ,R,R,R,D, , , , ,H,H,R,R,R,T, , , , , , ,R,R,R,D, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,T,R, , , , , , , ,R,R,R, , , , ,R,R,R,R,R,R, , , , ,R,B,R,R,T,T, , , , ,R,R,R, , , , , , , ,D,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,T,R,R,R, , ,R,R, , ,R,R,R,R, , ,R,R, , ,R,R,R,T, , ,R,R,H,H,R,T,R,T, , ,T,R, , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,B,D,R,R,R, , , , , ,R,R,D,R,B, , , , , , ,B,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,R,R,D, , , , , ,D,R,R,D,R, , , , , ,R,R,R,H, , , , , , ,R,D,R,H, , , , , , , , , ,H, , , , , , , , ,R,R,R, , , , , , , ,R,R,B, , , , , , , ,R,R,R, , , , , , , , , , , 
 , , , , ,R,R,R,R, , , ,R,R,R,R,R,R,R, ,B,R,R,D,R,R,B,R,R, ,R,R,R,D,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , ,D,R, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , ,R,R,B,R,R, , , , , ,R,D,R,T,R, , , , , ,R,R,R,T,R, , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,R,R,R,B, , , , , , ,R,R,R,R, , , , , , ,R,R,T,R, , , , , , , , ,T, , , , , ,R,R,R,R,H, , , , , ,R,R,R,R,R,R, , , , , , , ,T,D,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , ,R,R,R,H,H,H,R,R, , ,R,R,R,H,H, ,B,R, , ,R,R,R,R,B,R, , , , , , , ,D,R,R, , , , , , , ,R,R,R, , , , , , , ,R,D,R, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , ,B,R,R,R, , , ,R,R,T,D,R,D,R, , , ,R,R,R,R,T,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , ,R,R,T,H,H,H,H, , , ,R,R,R, , ,T,B,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,T,R, , , , , , ,B,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , 
 , , , ,R,R,T, , , , , , , ,B,R,R, , , , , , , ,R,R,R, , , , , , , ,R,D,R, , , , ,R,R,R,H,H, , , , , ,R,R,R,R,R, , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , , ,R,T,T, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,R,R,R,D, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , ,R,B, , ,R,R,R,R, , ,R,R, , , , , ,D, , ,R,R, , , , , ,H, , , ,H, , , , ,R,B, , , ,H,H,D,H,H,R,R, , , , , , , , , , , , 
 , ,R,R, , , , , , , , ,D,R,R, , , , , , , , ,R,D, , ,R,R, , , , ,R,R,B,H,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,T,R, , , , , , , ,R,T,R,H,H, , , , , ,R,R,R,R,R, , , , , , ,H, ,R,R, , , , , , ,H, , , ,R,R,R, , , ,H,H,D,H,R,T,R, , , , , , , , , , , 
 , , , , ,R,R,R, , ,R,R,D,D, ,R,R,B, , ,R,R,R,R,H,R,R,R, , , , ,R,R, ,R,R,R, , , , ,R,R,D,H,H, , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,R,R,R, , , , , , , ,R,R,R, , , , , , ,H,R,R,D, , , ,R,R, ,H,R,T,R, , , ,D,R,H,H,T,H, , , , ,R,T,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , 
 , ,R,R,R,R, , , , , , ,T,R,D,R, , , , , , , , ,H, , , , , , , , ,B,R, , , , , , , , ,R,R,T,R, , , , , , , ,H,R,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , ,T,R,R,R,R,R,R, , , ,R,D,D,R,R,R,R, , , ,R,R,B,R,R,R,R, , , ,R,R,R,R,R,R,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
